id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-475,mcq,NCC_Egress,StairDimensions,hard,Question 475: What is the requirement for StairDimensions in NCC_Egress according to Victorian building regulations?,Option A for MCQ-475,Option B for MCQ-475,Option C for MCQ-475,Option D for MCQ-475,2,1,This question tests knowledge of StairDimensions requirements in NCC_Egress. The correct answer is Option C.,
MCQ-476,mcq,NCC_Health,LightingLevels,hard,Question 476: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-476,Option B for MCQ-476,Option C for MCQ-476,Option D for MCQ-476,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-477,mcq,NCC_Services,AccessibleLifts,hard,Question 477: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-477,Option B for MCQ-477,Option C for MCQ-477,Option D for MCQ-477,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-478,mcq,Act_Permits,PermitApplications,easy,Question 478: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-478,Option B for MCQ-478,Option C for MCQ-478,Option D for MCQ-478,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-479,mcq,Act_Enforcement,BuildingInspectors,easy,Question 479: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-479,Option B for MCQ-479,Option C for MCQ-479,Option D for MCQ-479,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-480,mcq,Regs_Permits,BuildingInformation,medium,Question 480: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-480,Option B for MCQ-480,Option C for MCQ-480,Option D for MCQ-480,3,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option D.,
MCQ-481,mcq,Regs_Inspections,MandatoryNotifications,hard,Question 481: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-481,Option B for MCQ-481,Option C for MCQ-481,Option D for MCQ-481,0,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-482,mcq,Regs_ProtectionWork,NotificationRequirements,medium,Question 482: What is the requirement for NotificationRequirements in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-482,Option B for MCQ-482,Option C for MCQ-482,Option D for MCQ-482,1,1,This question tests knowledge of NotificationRequirements requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-483,mcq,Regs_ESM,MaintenanceDetermination,easy,Question 483: What is the requirement for MaintenanceDetermination in Regs_ESM according to Victorian building regulations?,Option A for MCQ-483,Option B for MCQ-483,Option C for MCQ-483,Option D for MCQ-483,2,1,This question tests knowledge of MaintenanceDetermination requirements in Regs_ESM. The correct answer is Option C.,
MCQ-484,mcq,Business_FitProper,Registration,medium,Question 484: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-484,Option B for MCQ-484,Option C for MCQ-484,Option D for MCQ-484,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-485,mcq,Safety_HRW,FallArrestSystems,easy,Question 485: What is the requirement for FallArrestSystems in Safety_HRW according to Victorian building regulations?,Option A for MCQ-485,Option B for MCQ-485,Option C for MCQ-485,Option D for MCQ-485,0,1,This question tests knowledge of FallArrestSystems requirements in Safety_HRW. The correct answer is Option A.,
MCQ-486,mcq,Structure_Slabs,Reinforcement,easy,Question 486: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-486,Option B for MCQ-486,Option C for MCQ-486,Option D for MCQ-486,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-487,mcq,Structure_Steel,SteelFrameConnections,medium,Question 487: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-487,Option B for MCQ-487,Option C for MCQ-487,Option D for MCQ-487,2,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option C.,
MCQ-488,mcq,Structure_TiltPanels,BracingDesign,medium,Question 488: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-488,Option B for MCQ-488,Option C for MCQ-488,Option D for MCQ-488,3,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-489,mcq,NCC_Egress,Balustrades,easy,Question 489: What is the requirement for Balustrades in NCC_Egress according to Victorian building regulations?,Option A for MCQ-489,Option B for MCQ-489,Option C for MCQ-489,Option D for MCQ-489,0,1,This question tests knowledge of Balustrades requirements in NCC_Egress. The correct answer is Option A.,
MCQ-490,mcq,NCC_Health,NoiseLevels,medium,Question 490: What is the requirement for NoiseLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-490,Option B for MCQ-490,Option C for MCQ-490,Option D for MCQ-490,1,1,This question tests knowledge of NoiseLevels requirements in NCC_Health. The correct answer is Option B.,
MCQ-491,mcq,NCC_Services,AccessibleLifts,easy,Question 491: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-491,Option B for MCQ-491,Option C for MCQ-491,Option D for MCQ-491,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-492,mcq,Act_Permits,PermitApplications,medium,Question 492: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-492,Option B for MCQ-492,Option C for MCQ-492,Option D for MCQ-492,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-493,mcq,Act_Enforcement,BuildingInspectors,medium,Question 493: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-493,Option B for MCQ-493,Option C for MCQ-493,Option D for MCQ-493,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-494,mcq,Regs_Permits,PermitLapse,medium,Question 494: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-494,Option B for MCQ-494,Option C for MCQ-494,Option D for MCQ-494,1,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option B.,
MCQ-495,mcq,Regs_Inspections,FinalInspection,easy,Question 495: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-495,Option B for MCQ-495,Option C for MCQ-495,Option D for MCQ-495,2,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-496,mcq,Regs_ProtectionWork,ProtectionWorkDetermination,medium,Question 496: What is the requirement for ProtectionWorkDetermination in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-496,Option B for MCQ-496,Option C for MCQ-496,Option D for MCQ-496,3,1,This question tests knowledge of ProtectionWorkDetermination requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-497,mcq,Regs_ESM,AnnualReporting,medium,Question 497: What is the requirement for AnnualReporting in Regs_ESM according to Victorian building regulations?,Option A for MCQ-497,Option B for MCQ-497,Option C for MCQ-497,Option D for MCQ-497,0,1,This question tests knowledge of AnnualReporting requirements in Regs_ESM. The correct answer is Option A.,
MCQ-498,mcq,Business_FitProper,Registration,easy,Question 498: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-498,Option B for MCQ-498,Option C for MCQ-498,Option D for MCQ-498,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-499,mcq,Safety_HRW,ManualHandling,easy,Question 499: What is the requirement for ManualHandling in Safety_HRW according to Victorian building regulations?,Option A for MCQ-499,Option B for MCQ-499,Option C for MCQ-499,Option D for MCQ-499,2,1,This question tests knowledge of ManualHandling requirements in Safety_HRW. The correct answer is Option C.,
MCQ-500,mcq,Structure_Slabs,Reinforcement,hard,Question 500: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-500,Option B for MCQ-500,Option C for MCQ-500,Option D for MCQ-500,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-501,mcq,Structure_Steel,StructuralDrawings,medium,Question 501: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-501,Option B for MCQ-501,Option C for MCQ-501,Option D for MCQ-501,0,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option A.,
MCQ-502,mcq,Structure_TiltPanels,PanelConnections,easy,Question 502: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-502,Option B for MCQ-502,Option C for MCQ-502,Option D for MCQ-502,1,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-503,mcq,NCC_Egress,ManualDoors,easy,Question 503: What is the requirement for ManualDoors in NCC_Egress according to Victorian building regulations?,Option A for MCQ-503,Option B for MCQ-503,Option C for MCQ-503,Option D for MCQ-503,2,1,This question tests knowledge of ManualDoors requirements in NCC_Egress. The correct answer is Option C.,
MCQ-504,mcq,NCC_Health,RoomHeights,hard,Question 504: What is the requirement for RoomHeights in NCC_Health according to Victorian building regulations?,Option A for MCQ-504,Option B for MCQ-504,Option C for MCQ-504,Option D for MCQ-504,3,1,This question tests knowledge of RoomHeights requirements in NCC_Health. The correct answer is Option D.,
MCQ-505,mcq,NCC_Services,AccessibleLifts,medium,Question 505: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-505,Option B for MCQ-505,Option C for MCQ-505,Option D for MCQ-505,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-506,mcq,Act_Permits,PermitApplications,easy,Question 506: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-506,Option B for MCQ-506,Option C for MCQ-506,Option D for MCQ-506,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-507,mcq,Act_Enforcement,BuildingInspectors,medium,Question 507: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-507,Option B for MCQ-507,Option C for MCQ-507,Option D for MCQ-507,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-508,mcq,Regs_Permits,PermitAmendments,medium,Question 508: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-508,Option B for MCQ-508,Option C for MCQ-508,Option D for MCQ-508,3,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option D.,
MCQ-509,mcq,Regs_Inspections,FootingInspection,medium,Question 509: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-509,Option B for MCQ-509,Option C for MCQ-509,Option D for MCQ-509,0,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-510,mcq,Regs_ProtectionWork,SupportWork,medium,Question 510: What is the requirement for SupportWork in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-510,Option B for MCQ-510,Option C for MCQ-510,Option D for MCQ-510,1,1,This question tests knowledge of SupportWork requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-511,mcq,Regs_ESM,MaintenanceRequirements,medium,Question 511: What is the requirement for MaintenanceRequirements in Regs_ESM according to Victorian building regulations?,Option A for MCQ-511,Option B for MCQ-511,Option C for MCQ-511,Option D for MCQ-511,2,1,This question tests knowledge of MaintenanceRequirements requirements in Regs_ESM. The correct answer is Option C.,
MCQ-512,mcq,Business_FitProper,Registration,easy,Question 512: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-512,Option B for MCQ-512,Option C for MCQ-512,Option D for MCQ-512,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-513,mcq,Safety_HRW,Excavation,easy,Question 513: What is the requirement for Excavation in Safety_HRW according to Victorian building regulations?,Option A for MCQ-513,Option B for MCQ-513,Option C for MCQ-513,Option D for MCQ-513,0,1,This question tests knowledge of Excavation requirements in Safety_HRW. The correct answer is Option A.,
MCQ-514,mcq,Structure_Slabs,Reinforcement,medium,Question 514: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-514,Option B for MCQ-514,Option C for MCQ-514,Option D for MCQ-514,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-515,mcq,Structure_Steel,WeldInspection,easy,Question 515: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-515,Option B for MCQ-515,Option C for MCQ-515,Option D for MCQ-515,2,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option C.,
MCQ-516,mcq,Structure_TiltPanels,PanelDesign,medium,Question 516: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-516,Option B for MCQ-516,Option C for MCQ-516,Option D for MCQ-516,3,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-517,mcq,NCC_Egress,PathLighting,medium,Question 517: What is the requirement for PathLighting in NCC_Egress according to Victorian building regulations?,Option A for MCQ-517,Option B for MCQ-517,Option C for MCQ-517,Option D for MCQ-517,0,1,This question tests knowledge of PathLighting requirements in NCC_Egress. The correct answer is Option A.,
MCQ-518,mcq,NCC_Health,VentilationRequirements,medium,Question 518: What is the requirement for VentilationRequirements in NCC_Health according to Victorian building regulations?,Option A for MCQ-518,Option B for MCQ-518,Option C for MCQ-518,Option D for MCQ-518,1,1,This question tests knowledge of VentilationRequirements requirements in NCC_Health. The correct answer is Option B.,
MCQ-519,mcq,NCC_Services,AccessibleLifts,medium,Question 519: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-519,Option B for MCQ-519,Option C for MCQ-519,Option D for MCQ-519,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-520,mcq,Act_Permits,PermitApplications,medium,Question 520: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-520,Option B for MCQ-520,Option C for MCQ-520,Option D for MCQ-520,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-521,mcq,Act_Enforcement,BuildingInspectors,hard,Question 521: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-521,Option B for MCQ-521,Option C for MCQ-521,Option D for MCQ-521,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-522,mcq,Regs_Permits,BuildingInformation,hard,Question 522: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-522,Option B for MCQ-522,Option C for MCQ-522,Option D for MCQ-522,1,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option B.,
MCQ-523,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 523: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-523,Option B for MCQ-523,Option C for MCQ-523,Option D for MCQ-523,2,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-524,mcq,Regs_ProtectionWork,Hoarding,hard,Question 524: What is the requirement for Hoarding in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-524,Option B for MCQ-524,Option C for MCQ-524,Option D for MCQ-524,3,1,This question tests knowledge of Hoarding requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-525,mcq,Regs_ESM,FireExtinguishers,hard,Question 525: What is the requirement for FireExtinguishers in Regs_ESM according to Victorian building regulations?,Option A for MCQ-525,Option B for MCQ-525,Option C for MCQ-525,Option D for MCQ-525,0,1,This question tests knowledge of FireExtinguishers requirements in Regs_ESM. The correct answer is Option A.,
MCQ-526,mcq,Business_FitProper,Registration,medium,Question 526: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-526,Option B for MCQ-526,Option C for MCQ-526,Option D for MCQ-526,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-527,mcq,Safety_HRW,IncidentReporting,easy,Question 527: What is the requirement for IncidentReporting in Safety_HRW according to Victorian building regulations?,Option A for MCQ-527,Option B for MCQ-527,Option C for MCQ-527,Option D for MCQ-527,2,1,This question tests knowledge of IncidentReporting requirements in Safety_HRW. The correct answer is Option C.,
MCQ-528,mcq,Structure_Slabs,Reinforcement,easy,Question 528: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-528,Option B for MCQ-528,Option C for MCQ-528,Option D for MCQ-528,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-529,mcq,Structure_Steel,SteelFrameConnections,medium,Question 529: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-529,Option B for MCQ-529,Option C for MCQ-529,Option D for MCQ-529,0,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option A.,
MCQ-530,mcq,Structure_TiltPanels,BracingDesign,medium,Question 530: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-530,Option B for MCQ-530,Option C for MCQ-530,Option D for MCQ-530,1,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-531,mcq,NCC_Egress,DisabledAccess,easy,Question 531: What is the requirement for DisabledAccess in NCC_Egress according to Victorian building regulations?,Option A for MCQ-531,Option B for MCQ-531,Option C for MCQ-531,Option D for MCQ-531,2,1,This question tests knowledge of DisabledAccess requirements in NCC_Egress. The correct answer is Option C.,
MCQ-532,mcq,NCC_Health,LightingLevels,medium,Question 532: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-532,Option B for MCQ-532,Option C for MCQ-532,Option D for MCQ-532,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-533,mcq,NCC_Services,AccessibleLifts,hard,Question 533: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-533,Option B for MCQ-533,Option C for MCQ-533,Option D for MCQ-533,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-534,mcq,Act_Permits,PermitApplications,medium,Question 534: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-534,Option B for MCQ-534,Option C for MCQ-534,Option D for MCQ-534,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-535,mcq,Act_Enforcement,BuildingInspectors,easy,Question 535: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-535,Option B for MCQ-535,Option C for MCQ-535,Option D for MCQ-535,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-536,mcq,Regs_Permits,PermitLapse,hard,Question 536: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-536,Option B for MCQ-536,Option C for MCQ-536,Option D for MCQ-536,3,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option D.,
MCQ-537,mcq,Regs_Inspections,FinalInspection,medium,Question 537: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-537,Option B for MCQ-537,Option C for MCQ-537,Option D for MCQ-537,0,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-538,mcq,Regs_ProtectionWork,FootpathProtection,easy,Question 538: What is the requirement for FootpathProtection in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-538,Option B for MCQ-538,Option C for MCQ-538,Option D for MCQ-538,1,1,This question tests knowledge of FootpathProtection requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-539,mcq,Regs_ESM,OccupancyPermit,easy,Question 539: What is the requirement for OccupancyPermit in Regs_ESM according to Victorian building regulations?,Option A for MCQ-539,Option B for MCQ-539,Option C for MCQ-539,Option D for MCQ-539,2,1,This question tests knowledge of OccupancyPermit requirements in Regs_ESM. The correct answer is Option C.,
MCQ-540,mcq,Business_FitProper,Registration,medium,Question 540: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-540,Option B for MCQ-540,Option C for MCQ-540,Option D for MCQ-540,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-541,mcq,Safety_HRW,SWMS,medium,Question 541: What is the requirement for SWMS in Safety_HRW according to Victorian building regulations?,Option A for MCQ-541,Option B for MCQ-541,Option C for MCQ-541,Option D for MCQ-541,0,1,This question tests knowledge of SWMS requirements in Safety_HRW. The correct answer is Option A.,
MCQ-542,mcq,Structure_Slabs,Reinforcement,medium,Question 542: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-542,Option B for MCQ-542,Option C for MCQ-542,Option D for MCQ-542,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-543,mcq,Structure_Steel,StructuralDrawings,medium,Question 543: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-543,Option B for MCQ-543,Option C for MCQ-543,Option D for MCQ-543,2,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option C.,
MCQ-544,mcq,Structure_TiltPanels,PanelConnections,easy,Question 544: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-544,Option B for MCQ-544,Option C for MCQ-544,Option D for MCQ-544,3,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-545,mcq,NCC_Egress,TravelDistance,easy,Question 545: What is the requirement for TravelDistance in NCC_Egress according to Victorian building regulations?,Option A for MCQ-545,Option B for MCQ-545,Option C for MCQ-545,Option D for MCQ-545,0,1,This question tests knowledge of TravelDistance requirements in NCC_Egress. The correct answer is Option A.,
MCQ-546,mcq,NCC_Health,NoiseLevels,medium,Question 546: What is the requirement for NoiseLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-546,Option B for MCQ-546,Option C for MCQ-546,Option D for MCQ-546,1,1,This question tests knowledge of NoiseLevels requirements in NCC_Health. The correct answer is Option B.,
MCQ-547,mcq,NCC_Services,AccessibleLifts,easy,Question 547: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-547,Option B for MCQ-547,Option C for MCQ-547,Option D for MCQ-547,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-548,mcq,Act_Permits,PermitApplications,easy,Question 548: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-548,Option B for MCQ-548,Option C for MCQ-548,Option D for MCQ-548,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-549,mcq,Act_Enforcement,BuildingInspectors,easy,Question 549: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-549,Option B for MCQ-549,Option C for MCQ-549,Option D for MCQ-549,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-550,mcq,Regs_Permits,PermitAmendments,hard,Question 550: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-550,Option B for MCQ-550,Option C for MCQ-550,Option D for MCQ-550,1,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option B.,
MCQ-551,mcq,Regs_Inspections,FootingInspection,easy,Question 551: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-551,Option B for MCQ-551,Option C for MCQ-551,Option D for MCQ-551,2,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-552,mcq,Regs_ProtectionWork,NotificationRequirements,hard,Question 552: What is the requirement for NotificationRequirements in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-552,Option B for MCQ-552,Option C for MCQ-552,Option D for MCQ-552,3,1,This question tests knowledge of NotificationRequirements requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-553,mcq,Regs_ESM,MaintenanceDetermination,medium,Question 553: What is the requirement for MaintenanceDetermination in Regs_ESM according to Victorian building regulations?,Option A for MCQ-553,Option B for MCQ-553,Option C for MCQ-553,Option D for MCQ-553,0,1,This question tests knowledge of MaintenanceDetermination requirements in Regs_ESM. The correct answer is Option A.,
MCQ-554,mcq,Business_FitProper,Registration,medium,Question 554: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-554,Option B for MCQ-554,Option C for MCQ-554,Option D for MCQ-554,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-555,mcq,Safety_HRW,CraneOperations,easy,Question 555: What is the requirement for CraneOperations in Safety_HRW according to Victorian building regulations?,Option A for MCQ-555,Option B for MCQ-555,Option C for MCQ-555,Option D for MCQ-555,2,1,This question tests knowledge of CraneOperations requirements in Safety_HRW. The correct answer is Option C.,
MCQ-556,mcq,Structure_Slabs,Reinforcement,medium,Question 556: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-556,Option B for MCQ-556,Option C for MCQ-556,Option D for MCQ-556,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-557,mcq,Structure_Steel,WeldInspection,medium,Question 557: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-557,Option B for MCQ-557,Option C for MCQ-557,Option D for MCQ-557,0,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option A.,
MCQ-558,mcq,Structure_TiltPanels,PanelDesign,medium,Question 558: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-558,Option B for MCQ-558,Option C for MCQ-558,Option D for MCQ-558,1,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-559,mcq,NCC_Egress,ExitWidth,hard,Question 559: What is the requirement for ExitWidth in NCC_Egress according to Victorian building regulations?,Option A for MCQ-559,Option B for MCQ-559,Option C for MCQ-559,Option D for MCQ-559,2,1,This question tests knowledge of ExitWidth requirements in NCC_Egress. The correct answer is Option C.,
MCQ-560,mcq,NCC_Health,RoomHeights,easy,Question 560: What is the requirement for RoomHeights in NCC_Health according to Victorian building regulations?,Option A for MCQ-560,Option B for MCQ-560,Option C for MCQ-560,Option D for MCQ-560,3,1,This question tests knowledge of RoomHeights requirements in NCC_Health. The correct answer is Option D.,
MCQ-561,mcq,NCC_Services,AccessibleLifts,hard,Question 561: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-561,Option B for MCQ-561,Option C for MCQ-561,Option D for MCQ-561,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-562,mcq,Act_Permits,PermitApplications,easy,Question 562: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-562,Option B for MCQ-562,Option C for MCQ-562,Option D for MCQ-562,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
