id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
PLAN-013,plan,Structure_TiltPanels,PanelBracingPlan,hard,"On a plan showing 10 tilt-up panels around a warehouse perimeter, mark temporary bracing positions for each panel. Show bracing angles (typically 30-60 degrees from horizontal), and indicate the sequence of bracing installation.",,,,,,5,,Award marks for: (1) Bracing on both sides of panels at appropriate angles (2) Understanding that bracing must resist wind loads from any direction (3) Showing adequate foundation or deadman anchors for braces (4) Logical bracing sequence (5) Demonstrating knowledge of tilt-up construction safety.
MCQ-151,mcq,NCC_Fire,BurningOffProtection,medium,"In bushfire-prone areas, what additional requirements apply to commercial buildings?",No additional requirements for commercial buildings,Construction to relevant bushfire attack level (BAL) with ember and radiant heat protection,Fire extinguishers only,Bushfire requirements only apply to dwellings,1,1,"Commercial buildings in designated bushfire areas must be constructed to the applicable BAL rating, providing protection from ember attack, radiant heat, and flame contact.",
MCQ-152,mcq,Act_Enforcement,BuildingInspectors,medium,Who may be appointed as an authorised person to investigate building matters under the Building Act 1993?,Any police officer,"Municipal building surveyors, VBA inspectors, and other authorised officers",Only VBA employees,Private building surveyors cannot be authorised persons,1,1,"The Building Act allows appointment of municipal building surveyors, VBA officers, and other qualified persons as authorised persons for investigation and enforcement.",
MCQ-153,mcq,Business_FitProper,NomineeDirector,medium,What is a nominee director in the context of corporate building practitioner registration?,Any company director,A director who holds building practitioner registration and enables the company to be registered,A director appointed by the VBA,An external consultant,1,1,"A nominee director is a company director who holds individual building practitioner registration, enabling the company to be registered in that class.",
MCQ-154,mcq,Regs_Inspections,PrivateInspectors,hard,"When an RBS engages a private inspector to conduct mandatory inspections, who remains responsible for the inspection?",The private inspector assumes all responsibility,The RBS remains responsible,Responsibility is shared equally,The builder becomes responsible,1,1,"When an RBS delegates inspection to another person, the RBS remains responsible for ensuring proper inspection and compliance verification.",
MCQ-155,mcq,NCC_Health,RoomHeights,easy,What is the minimum ceiling height for habitable rooms in commercial buildings under NCC?,2.1 metres,2.4 metres,2.7 metres,No minimum for commercial,1,1,NCC Section F requires minimum ceiling height of 2.4 metres for habitable rooms in most commercial buildings.,
PLAN-014,plan,Safety_HRW,ScaffoldLayout,medium,"On an elevation of a three-storey commercial building, show the scaffold layout including working platforms at each level, edge protection, access ladders, and toe boards. Indicate typical bay dimensions.",,,,,,4,,Award marks for: (1) Working platforms at each level (2) Edge protection (guardrails and toe boards) (3) Safe access provisions (internal ladders or stairs) (4) Understanding AS 1576 scaffolding standards and safety requirements.
MCQ-156,mcq,Structure_Slabs,SlabCuring,medium,What is the primary purpose of concrete curing after slab placement?,To speed up construction,To maintain moisture and temperature for proper strength development,To achieve surface finish only,Curing is optional,1,1,"Proper curing maintains moisture and suitable temperature for hydration, enabling concrete to achieve specified strength and durability per AS 3600.",
MCQ-157,mcq,NCC_Services,AccessibleLifts,medium,What features must an accessible lift provide in a multi-storey Class 5 building?,Standard lift is sufficient,"Minimum dimensions, tactile and audible indicators, suitable controls, and compliance with AS 1735.12",Only larger cab size required,Accessible lifts not required in Class 5,1,1,"Accessible lifts must comply with AS 1735.12, providing appropriate dimensions, controls, indicators, and features for people with disabilities.",
MCQ-158,mcq,Safety_HRW,IncidentReporting,medium,When must a notifiable incident on a construction site be reported to WorkSafe Victoria?,Within 24 hours,"Immediately by fastest means, then in writing within 48 hours",At the end of the week,Only if requested by WorkSafe,1,1,"Notifiable incidents (death, serious injury, dangerous occurrence) must be reported to WorkSafe immediately by phone, then in writing within 48 hours.",
PLAN-015,plan,NCC_Fire,SmokeControlZones,hard,"On a typical floor plan of a four-storey Class 5 building with a central atrium, mark smoke control zones and show where smoke detection and exhaust systems would be required. Indicate any smoke barriers or curtains needed.",,,,,,5,,Award marks for: (1) Understanding atrium smoke control requirements (2) Smoke detection around atrium perimeter (3) Smoke exhaust or control system provisions (4) Smoke barriers limiting spread (5) Application of NCC atrium provisions and AS 1668.1.
MCQ-159,mcq,Act_Permits,PlanningPermits,medium,What is the relationship between planning permits and building permits in Victoria?,They are the same thing,Planning permit addresses land use; building permit addresses construction compliance,Only planning permits are required,Building permits replace planning permits,1,1,"Planning permits (issued by councils) address land use and development, while building permits address compliance of construction with Building Act and NCC. Both may be required.",
MCQ-160,mcq,Regs_ESM,MaintenanceDetermination,medium,How are essential safety measures determined for a new commercial building?,By the builder's choice,Specified on the occupancy permit based on NCC requirements and building design,By council preference only,No formal determination process,1,1,"Essential safety measures are determined based on NCC requirements and building design, then specified on the occupancy permit issued by the RBS.",
PLAN-016,plan,NCC_Egress,SmokeLobbies,hard,"On a typical floor plan of a Class 9a healthcare building, show where smoke lobbies are required at fire-isolated stairway entries. Mark the minimum dimensions for each smoke lobby and indicate the required FRL for lobby walls.",,,,,,5,,Award marks for: (1) Identifying smoke lobby requirement at stairway entries (2) Minimum 6m² area for each lobby (3) Appropriate FRL for lobby walls (typically 60/60/--) (4) Understanding lobby function and NCC Part D3 requirements (5) Correct placement between occupied spaces and stairways.
PLAN-017,plan,Structure_Slabs,SetDownAreas,medium,"On a floor plan showing bathroom facilities in a Class 5 office building, mark where floor level set-downs are required for waterproofing. Indicate typical set-down depth and show where floor waste locations should be positioned.",,,,,,4,,Award marks for: (1) Set-down at shower areas (typically 20-50mm) (2) Floor waste positioning in wet areas (3) Understanding waterproofing requirements per AS 3740 (4) Graded falls to waste (minimum 1:100).
PLAN-018,plan,NCC_Fire,FireHydrantCoverage,hard,"On a floor plan of a Class 8 warehouse (2500m² floor area), mark the locations where fire hydrants and hose reels must be installed to achieve required coverage. Show 4m hose reel coverage and maximum distance to all points.",,,,,,5,,Award marks for: (1) Understanding NCC requirements for hydrant/hose reel installation based on building class and area (2) Showing 4m coverage radius for hose reels (3) Hydrant locations at appropriate spacing (4) Coverage of all floor areas (5) Reference to AS 2419.1 for hydrants.
PLAN-019,plan,Safety_HRW,SiteSetout,medium,"On a site plan for a commercial construction project, mark site access gates, material storage areas, site office location, toilet facilities, and pedestrian exclusion zones. Show safe separation from public areas.",,,,,,4,,"Award marks for: (1) Site access separated from public areas (2) Material storage away from boundaries (3) Amenities (toilets, office) easily accessible (4) Fencing/hoarding separating construction from public areas."
PLAN-020,plan,NCC_Egress,ExitWidthAllocation,hard,"For a Class 6 retail floor with an occupant load of 300 people, calculate and show the required aggregate exit width. Mark three exit locations on the plan and allocate width to each exit, ensuring compliance with minimum individual exit widths.",,,,,,5,,Award marks for: (1) Calculating required aggregate width (approximately 3000mm for 300 people) (2) Distributing width across multiple exits (3) Each exit meeting minimum width (typically 1000mm) (4) Exits appropriately distributed (5) Understanding NCC Part D egress width calculations.
PLAN-021,plan,NCC_Fire,NonCombustibleZones,medium,"On a plan showing external walls of a Type A construction building within 3 metres of a boundary, mark zones where non-combustible external wall construction is required. Indicate any fire windows or spandrel requirements.",,,,,,4,,Award marks for: (1) Identifying external walls within 3m of boundary (2) Understanding non-combustible requirements for Type A (3) Showing limited openings in walls near boundaries (4) Understanding NCC fire separation requirements based on distance to boundary.
PLAN-022,plan,Structure_Steel,SteelFramingLayout,medium,"On a structural plan for a Class 8 warehouse, show a typical steel portal frame layout. Indicate column positions, spacing between frames, and mark locations where cross-bracing would be required for lateral stability.",,,,,,4,,Award marks for: (1) Regular portal frame spacing (typically 6-8m) (2) Column positions aligned on grid (3) Understanding need for bracing bays (4) Showing bracing locations at ends and at intervals along building.
PLAN-023,plan,NCC_Health,AccessibleParking,medium,"On a car park layout for a Class 6 shopping center with 80 parking spaces, mark the required number and location of accessible parking spaces. Show dimensions, access aisles, and the accessible path to the building entry.",,,,,,4,,"Award marks for: (1) Correct number of accessible spaces (typically 1 per 50 spaces for first 100, then 1 per 100) (2) Spaces closest to accessible building entry (3) Shared access aisle (min 2.4m wide) (4) Continuous accessible path to entry."
PLAN-024,plan,NCC_Services,MechanicalServicesRoofLayout,medium,"On a roof plan for a Class 5 office building, show locations for mechanical plant equipment including cooling towers, air handling units, and exhaust fans. Indicate access requirements for maintenance and any acoustic screening needed.",,,,,,4,,"Award marks for: (1) Plant location away from noise-sensitive areas where possible (2) Safe access for maintenance (walkways, guardrails) (3) Consideration of acoustic screening (4) Adequate clearances around equipment."
PLAN-025,plan,Structure_TiltPanels,PanelConnectionDetails,hard,"On a detail plan, show typical connection details between tilt-up panels and roof structure. Indicate welded connections, bolt positions, and any seismic restraint requirements. Mark critical inspection points.",,,,,,5,,Award marks for: (1) Panel top connection to roof structure (typically via embedded plates) (2) Understanding connection must transfer lateral loads (3) Showing both panel-to-structure and panel-to-panel connections (4) Critical inspection points before permanent connection (5) Structural adequacy of connection details.
PLAN-026,plan,NCC_Fire,FireIsolatedShafts,medium,"On a multi-storey floor plan, mark all required fire-isolated shafts including stairways, lifts, and service shafts. Show the FRL required for shaft walls and indicate where fire-rated access doors are required.",,,,,,4,,"Award marks for: (1) Identifying all required shafts (stairs, lifts, services) (2) Showing appropriate shaft enclosure FRL (3) Fire-rated access doors where shafts are accessed (4) Understanding NCC Part C requirements for shaft fire isolation."
PLAN-027,plan,Safety_HRW,ConcreteWorkZones,medium,"On a slab plan during concrete pour operations, mark exclusion zones, concrete truck access routes, concrete pump location, and areas requiring edge protection. Show safe working zones for workers.",,,,,,4,,Award marks for: (1) Concrete truck access and maneuvering (2) Pump location with stable outrigger setup (3) Exclusion zones under boom radius (4) Edge protection at slab edges and penetrations.
PLAN-028,plan,NCC_Egress,TravelDistanceCalculation,hard,"On a complex floor plan of a Class 5 building with corridors and multiple tenancies, measure and mark the travel distance from the most remote point in each tenancy to the nearest exit. Verify compliance with NCC maximum distances.",,,,,,5,,Award marks for: (1) Identifying most remote points in each area (2) Following actual path of travel (not straight-line) (3) Correct measurement to exits or choice points (4) Demonstrating all areas comply with 20m/40m rules (5) Clear documentation of distances.
PLAN-029,plan,NCC_Health,WetAreaLayout,medium,"On a plan showing accessible sanitary facilities in a Class 5 building, show the required layout including accessible toilet dimensions, grab rail positions, basin height, and clear circulation space for wheelchair access.",,,,,,4,,Award marks for: (1) Minimum 1.6m x 2.2m accessible toilet compartment (2) Grab rail positions per AS 1428.1 (3) Adequate circulation space for wheelchair turning (4) Basin and fixture heights per accessibility standards.
PLAN-030,plan,Structure_Slabs,ReinforcementLayout,hard,"On a reinforced concrete suspended slab plan for a Class 5 building, show typical reinforcement layout including main bars, distribution bars, starter bars at columns, and additional reinforcement at openings. Indicate typical spacing.",,,,,,5,,Award marks for: (1) Main reinforcement in both directions (2) Appropriate spacing per structural design (3) Additional bars around penetrations (4) Starter bars at column connections (5) Understanding AS 3600 reinforcement detailing requirements.
PLAN-031,plan,NCC_Fire,SpacingToBoundary,medium,"On a site plan showing a Class 6 building 2 metres from the side boundary, indicate what fire resistance is required for the external wall. Show any restrictions on openings (windows, doors) in this wall.",,,,,,4,,Award marks for: (1) Understanding fire resistance requirements based on distance to boundary (2) Limited or no openings when closer than 3m to boundary (3) Appropriate FRL for external wall (4) Reference to NCC boundary fire protection provisions.
PLAN-032,plan,NCC_Services,DisabledAccessRoutes,medium,"On a multi-level retail plan (Class 6), show accessible paths of travel from the entry to all public areas on two levels. Indicate where ramps, lifts, or platform lifts are required, and show compliant gradients.",,,,,,4,,Award marks for: (1) Continuous accessible paths to all public areas (2) Ramp gradients not exceeding 1:8 (3) Lift or platform lift connecting levels (4) Minimum 1000mm width for accessible paths.
PLAN-033,plan,Safety_HRW,TemporaryWorks,hard,"On a section through an excavation for basement construction, show temporary shoring or retention system required for 4m deep excavation adjacent to an existing building. Indicate monitoring points for adjacent structure.",,,,,,5,,"Award marks for: (1) Appropriate retention system (soldier piles, sheet piling, etc.) (2) Adequate design for 4m depth and lateral loads (3) Protection of adjacent building (4) Monitoring points on existing structure (5) Understanding temporary works engineering requirements."
PLAN-034,plan,NCC_Fire,FireDoorLocations,medium,"On a floor plan showing fire compartment walls and fire-isolated stairs in a Class 5 building, mark all locations where fire doors are required. Indicate whether doors should be self-closing or automatic closing.",,,,,,4,,Award marks for: (1) Fire doors at all penetrations of fire-rated walls (2) Fire doors at stairway entries (3) Understanding self-closing requirements (4) Appropriate FRL ratings for doors matching walls.
PLAN-035,plan,Structure_Steel,ExpansionJoints,hard,"On a plan of a large Class 8 warehouse building 100m long, show where structural expansion joints should be located in the steel framing. Indicate typical joint details and spacing between joints.",,,,,,5,,Award marks for: (1) Expansion joints at appropriate intervals (typically 40-80m) (2) Understanding thermal movement requirements (3) Joints allowing independent movement (4) Coordination with roof and wall systems (5) Structural engineering principles for long buildings.
PLAN-036,plan,NCC_Egress,AssemblyEgress,hard,"For a Class 9b assembly building (theater) with 400 seat capacity, calculate and show the required number of exits and their locations. Demonstrate compliance with NCC travel distance and exit distribution requirements for places of public assembly.",,,,,,5,,Award marks for: (1) Minimum number of exits based on occupancy (typically 4 exits for 400 people) (2) Exit distribution around perimeter (3) Travel distance compliance (typically 20m maximum for Class 9b) (4) Aggregate exit width calculation (5) Understanding special egress requirements for assembly buildings.
PLAN-037,plan,NCC_Health,VentilationDesign,medium,"On a floor plan of a Class 6 retail building with deep tenancies lacking external walls, show how mechanical ventilation can be provided. Indicate ductwork zones, air handling unit locations, and required air changes.",,,,,,4,,Award marks for: (1) Central or distributed AHU locations (2) Supply and return air ductwork distribution (3) Understanding AS 1668.2 ventilation requirements (4) Adequate air changes for retail occupancy.
PLAN-038,plan,Structure_TiltPanels,PanelLayoutOptimization,hard,"On a warehouse plan 60m x 40m, design an efficient tilt-up panel layout. Show panel sizes, locations, pour areas on slab, and indicate where panels will be lifted and tilted into position. Consider practical panel sizes and crane reach.",,,,,,5,,"Award marks for: (1) Practical panel sizes (typically 3-4m wide, not exceeding 7-8m high) (2) Panels poured on slab in logical sequence (3) Adequate space for tilting (4) Crane positioning and reach considerations (5) Understanding practical tilt-up construction methodology."
PLAN-039,plan,Safety_HRW,RoofWorkSafety,medium,"On a roof plan for a commercial building under construction, show fall protection systems required for roof work. Indicate perimeter edge protection, safety mesh or catch platforms, and any anchor points for personal fall arrest systems.",,,,,,4,,Award marks for: (1) Perimeter edge protection (guardrails) (2) Safety mesh at purlin level during sheeting (3) Anchor points for harnesses where edge protection not feasible (4) Understanding hierarchy of fall protection controls.
PLAN-040,plan,NCC_Fire,MultipleBuildingFireSeparation,hard,"On a site plan showing two separate Class 5 buildings on one allotment, 8 metres apart, indicate what fire separation requirements (if any) apply between the buildings. Show any required FRL for facing walls and restrictions on openings.",,,,,,5,,"Award marks for: (1) Understanding buildings on same allotment may be treated as united or separate (2) If treated separately, fire separation based on distance (3) Understanding reduced FRL and opening restrictions for buildings 6m+ apart (4) Correct application of NCC boundary fire provisions (5) Understanding fire wall requirements if buildings are united."
